Date,Nation,Metric,Admissions
16/08/2020,Northern Ireland,NewAdmissions,2
16/08/2020,Wales,NewAdmissions,37
16/08/2020,Scotland,NewAdmissions,2
16/08/2020,England,NewAdmissions,39
17/08/2020,England,NewAdmissions,46
17/08/2020,Scotland,NewAdmissions,5
17/08/2020,Wales,NewAdmissions,38
17/08/2020,Northern Ireland,NewAdmissions,2
18/08/2020,Northern Ireland,NewAdmissions,2
18/08/2020,Wales,NewAdmissions,63
18/08/2020,Scotland,NewAdmissions,3
18/08/2020,England,NewAdmissions,56
19/08/2020,Scotland,NewAdmissions,4
19/08/2020,England,NewAdmissions,58
19/08/2020,Wales,NewAdmissions,45
19/08/2020,Northern Ireland,NewAdmissions,4
20/08/2020,Northern Ireland,NewAdmissions,3
20/08/2020,Wales,NewAdmissions,39
20/08/2020,England,NewAdmissions,45
20/08/2020,Scotland,NewAdmissions,8
21/08/2020,Scotland,NewAdmissions,4
21/08/2020,England,NewAdmissions,49
21/08/2020,Northern Ireland,NewAdmissions,0
21/08/2020,Wales,NewAdmissions,54
22/08/2020,Wales,NewAdmissions,39
22/08/2020,Northern Ireland,NewAdmissions,1
22/08/2020,England,NewAdmissions,25
22/08/2020,Scotland,NewAdmissions,6
23/08/2020,Scotland,NewAdmissions,1
23/08/2020,England,NewAdmissions,44
23/08/2020,Wales,NewAdmissions,26
23/08/2020,Northern Ireland,NewAdmissions,3
24/08/2020,Northern Ireland,NewAdmissions,6
24/08/2020,Wales,NewAdmissions,36
24/08/2020,Scotland,NewAdmissions,8
24/08/2020,England,NewAdmissions,41
25/08/2020,Scotland,NewAdmissions,8
25/08/2020,England,NewAdmissions,60
25/08/2020,Wales,NewAdmissions,49
25/08/2020,Northern Ireland,NewAdmissions,2
26/08/2020,Wales,NewAdmissions,69
26/08/2020,Northern Ireland,NewAdmissions,0
26/08/2020,Scotland,NewAdmissions,9
26/08/2020,England,NewAdmissions,52
27/08/2020,England,NewAdmissions,69
27/08/2020,Scotland,NewAdmissions,9
27/08/2020,Northern Ireland,NewAdmissions,0
27/08/2020,Wales,NewAdmissions,70
28/08/2020,Northern Ireland,NewAdmissions,2
28/08/2020,Wales,NewAdmissions,83
28/08/2020,Scotland,NewAdmissions,6
28/08/2020,England,NewAdmissions,44
29/08/2020,England,NewAdmissions,52
29/08/2020,Scotland,NewAdmissions,4
29/08/2020,Northern Ireland,NewAdmissions,0
29/08/2020,Wales,NewAdmissions,52
30/08/2020,Northern Ireland,NewAdmissions,0
30/08/2020,Wales,NewAdmissions,33
30/08/2020,Scotland,NewAdmissions,3
30/08/2020,England,NewAdmissions,38
31/08/2020,England,NewAdmissions,52
31/08/2020,Scotland,NewAdmissions,4
31/08/2020,Wales,NewAdmissions,29
31/08/2020,Northern Ireland,NewAdmissions,2
01/09/2020,Wales,NewAdmissions,69
01/09/2020,Northern Ireland,NewAdmissions,2
01/09/2020,Scotland,NewAdmissions,3
01/09/2020,England,NewAdmissions,58
02/09/2020,England,NewAdmissions,79
02/09/2020,Scotland,NewAdmissions,7
02/09/2020,Wales,NewAdmissions,59
02/09/2020,Northern Ireland,NewAdmissions,0
03/09/2020,Wales,NewAdmissions,70
03/09/2020,Northern Ireland,NewAdmissions,0
03/09/2020,Scotland,NewAdmissions,4
03/09/2020,England,NewAdmissions,69
04/09/2020,England,NewAdmissions,67
04/09/2020,Scotland,NewAdmissions,16
04/09/2020,Wales,NewAdmissions,69
04/09/2020,Northern Ireland,NewAdmissions,2
05/09/2020,Northern Ireland,NewAdmissions,0
05/09/2020,Wales,NewAdmissions,27
05/09/2020,England,NewAdmissions,94
05/09/2020,Scotland,NewAdmissions,8
06/09/2020,Scotland,NewAdmissions,6
06/09/2020,England,NewAdmissions,85
06/09/2020,Northern Ireland,NewAdmissions,3
06/09/2020,Wales,NewAdmissions,42
07/09/2020,Wales,NewAdmissions,46
07/09/2020,Northern Ireland,NewAdmissions,0
07/09/2020,England,NewAdmissions,84
07/09/2020,Scotland,NewAdmissions,14
08/09/2020,Scotland,NewAdmissions,11
08/09/2020,England,NewAdmissions,99
08/09/2020,Wales,NewAdmissions,65
08/09/2020,Northern Ireland,NewAdmissions,5
09/09/2020,Wales,NewAdmissions,56
09/09/2020,Northern Ireland,NewAdmissions,1
09/09/2020,Scotland,NewAdmissions,8
09/09/2020,England,NewAdmissions,136
10/09/2020,England,NewAdmissions,143
10/09/2020,Scotland,NewAdmissions,18
10/09/2020,Northern Ireland,NewAdmissions,3
10/09/2020,Wales,NewAdmissions,49
11/09/2020,Northern Ireland,NewAdmissions,2
11/09/2020,Wales,NewAdmissions,70
11/09/2020,England,NewAdmissions,135
11/09/2020,Scotland,NewAdmissions,18
12/09/2020,Scotland,NewAdmissions,15
12/09/2020,England,NewAdmissions,143
12/09/2020,Wales,NewAdmissions,55
12/09/2020,Northern Ireland,NewAdmissions,1
13/09/2020,Northern Ireland,NewAdmissions,3
13/09/2020,Wales,NewAdmissions,55
13/09/2020,England,NewAdmissions,153
13/09/2020,Scotland,NewAdmissions,13
14/09/2020,England,NewAdmissions,172
14/09/2020,Scotland,NewAdmissions,18
14/09/2020,Northern Ireland,NewAdmissions,5
14/09/2020,Wales,NewAdmissions,59
15/09/2020,Wales,NewAdmissions,53
15/09/2020,Northern Ireland,NewAdmissions,4
15/09/2020,England,NewAdmissions,194
15/09/2020,Scotland,NewAdmissions,17
16/09/2020,England,NewAdmissions,183
16/09/2020,Scotland,NewAdmissions,30
16/09/2020,Northern Ireland,NewAdmissions,5
16/09/2020,Wales,NewAdmissions,65
17/09/2020,Wales,NewAdmissions,42
17/09/2020,Northern Ireland,NewAdmissions,2
17/09/2020,England,NewAdmissions,199
17/09/2020,Scotland,NewAdmissions,19
18/09/2020,Scotland,NewAdmissions,13
18/09/2020,England,NewAdmissions,205
18/09/2020,Wales,NewAdmissions,41
18/09/2020,Northern Ireland,NewAdmissions,2
19/09/2020,Scotland,NewAdmissions,19
19/09/2020,Northern Ireland,NewAdmissions,1
19/09/2020,Wales,NewAdmissions,34
19/09/2020,England,NewAdmissions,204
20/09/2020,England,NewAdmissions,237
20/09/2020,Wales,NewAdmissions,28
20/09/2020,Northern Ireland,NewAdmissions,3
20/09/2020,Scotland,NewAdmissions,17
21/09/2020,Wales,NewAdmissions,59
21/09/2020,Northern Ireland,NewAdmissions,7
21/09/2020,Scotland,NewAdmissions,26
21/09/2020,England,NewAdmissions,275
22/09/2020,England,NewAdmissions,268
22/09/2020,Northern Ireland,NewAdmissions,5
22/09/2020,Scotland,NewAdmissions,31
22/09/2020,Wales,NewAdmissions,43
23/09/2020,Scotland,NewAdmissions,25
23/09/2020,Northern Ireland,NewAdmissions,8
23/09/2020,Wales,NewAdmissions,70
23/09/2020,England,NewAdmissions,314
24/09/2020,England,NewAdmissions,288
24/09/2020,Wales,NewAdmissions,94
24/09/2020,Northern Ireland,NewAdmissions,4
24/09/2020,Scotland,NewAdmissions,33
25/09/2020,Northern Ireland,NewAdmissions,3
25/09/2020,Scotland,NewAdmissions,35
25/09/2020,Wales,NewAdmissions,67
25/09/2020,England,NewAdmissions,274
26/09/2020,England,NewAdmissions,245
26/09/2020,Northern Ireland,NewAdmissions,5
26/09/2020,Scotland,NewAdmissions,34
26/09/2020,Wales,NewAdmissions,61
27/09/2020,Scotland,NewAdmissions,33
27/09/2020,Wales,NewAdmissions,56
27/09/2020,Northern Ireland,NewAdmissions,7
27/09/2020,England,NewAdmissions,241
28/09/2020,England,NewAdmissions,308
28/09/2020,Scotland,NewAdmissions,44
28/09/2020,Northern Ireland,NewAdmissions,13
28/09/2020,Wales,NewAdmissions,71
29/09/2020,Wales,NewAdmissions,90
29/09/2020,Scotland,NewAdmissions,31
29/09/2020,Northern Ireland,NewAdmissions,5
29/09/2020,England,NewAdmissions,310
30/09/2020,England,NewAdmissions,328
30/09/2020,Wales,NewAdmissions,61
30/09/2020,Scotland,NewAdmissions,46
30/09/2020,Northern Ireland,NewAdmissions,12
01/10/2020,Scotland,NewAdmissions,63
01/10/2020,Wales,NewAdmissions,79
01/10/2020,Northern Ireland,NewAdmissions,14
01/10/2020,England,NewAdmissions,368
02/10/2020,England,NewAdmissions,371
02/10/2020,Scotland,NewAdmissions,56
02/10/2020,Wales,NewAdmissions,94
02/10/2020,Northern Ireland,NewAdmissions,11
03/10/2020,Wales,NewAdmissions,79
03/10/2020,Northern Ireland,NewAdmissions,16
03/10/2020,Scotland,NewAdmissions,49
03/10/2020,England,NewAdmissions,386
04/10/2020,England,NewAdmissions,478
04/10/2020,Northern Ireland,NewAdmissions,13
04/10/2020,Scotland,NewAdmissions,46
04/10/2020,Wales,NewAdmissions,92
05/10/2020,Northern Ireland,NewAdmissions,19
05/10/2020,Wales,NewAdmissions,59
05/10/2020,Scotland,NewAdmissions,74
05/10/2020,England,NewAdmissions,472
06/10/2020,England,NewAdmissions,524
06/10/2020,Scotland,NewAdmissions,94
06/10/2020,Wales,NewAdmissions,80
06/10/2020,Northern Ireland,NewAdmissions,28
07/10/2020,Northern Ireland,NewAdmissions,24
07/10/2020,Wales,NewAdmissions,85
07/10/2020,Scotland,NewAdmissions,86
07/10/2020,England,NewAdmissions,491
08/10/2020,England,NewAdmissions,513
08/10/2020,Northern Ireland,NewAdmissions,24
08/10/2020,Scotland,NewAdmissions,96
08/10/2020,Wales,NewAdmissions,76
09/10/2020,Scotland,NewAdmissions,81
09/10/2020,Wales,NewAdmissions,60
09/10/2020,Northern Ireland,NewAdmissions,29
09/10/2020,England,NewAdmissions,544
10/10/2020,England,NewAdmissions,515
10/10/2020,Scotland,NewAdmissions,74
10/10/2020,Wales,NewAdmissions,103
10/10/2020,Northern Ireland,NewAdmissions,21
11/10/2020,Scotland,NewAdmissions,81
11/10/2020,Wales,NewAdmissions,79
11/10/2020,Northern Ireland,NewAdmissions,35
11/10/2020,England,NewAdmissions,628
12/10/2020,England,NewAdmissions,664
12/10/2020,Wales,NewAdmissions,86
12/10/2020,Northern Ireland,NewAdmissions,35
12/10/2020,Scotland,NewAdmissions,106
13/10/2020,Wales,NewAdmissions,98
13/10/2020,Scotland,NewAdmissions,123
13/10/2020,Northern Ireland,NewAdmissions,31
13/10/2020,England,NewAdmissions,764
14/10/2020,England,NewAdmissions,706
14/10/2020,Northern Ireland,NewAdmissions,28
14/10/2020,Wales,NewAdmissions,123
14/10/2020,Scotland,NewAdmissions,117
15/10/2020,Northern Ireland,NewAdmissions,44
15/10/2020,Scotland,NewAdmissions,104
15/10/2020,Wales,NewAdmissions,102
15/10/2020,England,NewAdmissions,792
16/10/2020,England,NewAdmissions,632
16/10/2020,Scotland,NewAdmissions,140
16/10/2020,Northern Ireland,NewAdmissions,39
16/10/2020,Wales,NewAdmissions,105
17/10/2020,Northern Ireland,NewAdmissions,36
17/10/2020,Scotland,NewAdmissions,87
17/10/2020,Wales,NewAdmissions,112
17/10/2020,England,NewAdmissions,785
18/10/2020,England,NewAdmissions,870
18/10/2020,Wales,NewAdmissions,88
18/10/2020,Scotland,NewAdmissions,88
18/10/2020,Northern Ireland,NewAdmissions,38
19/10/2020,Northern Ireland,NewAdmissions,35
19/10/2020,Wales,NewAdmissions,60
19/10/2020,Scotland,NewAdmissions,138
19/10/2020,England,NewAdmissions,861
20/10/2020,England,NewAdmissions,925
20/10/2020,Wales,NewAdmissions,77
20/10/2020,Scotland,NewAdmissions,135
20/10/2020,Northern Ireland,NewAdmissions,48
21/10/2020,Scotland,NewAdmissions,133
21/10/2020,Wales,NewAdmissions,92
21/10/2020,Northern Ireland,NewAdmissions,29
21/10/2020,England,NewAdmissions,997
22/10/2020,England,NewAdmissions,987
22/10/2020,Wales,NewAdmissions,107
22/10/2020,Northern Ireland,NewAdmissions,45
22/10/2020,Scotland,NewAdmissions,135
23/10/2020,Northern Ireland,NewAdmissions,37
23/10/2020,Wales,NewAdmissions,123
23/10/2020,Scotland,NewAdmissions,131
23/10/2020,England,NewAdmissions,997
24/10/2020,England,NewAdmissions,990
24/10/2020,Wales,NewAdmissions,98
24/10/2020,Northern Ireland,NewAdmissions,48
24/10/2020,Scotland,NewAdmissions,119
25/10/2020,Northern Ireland,NewAdmissions,39
25/10/2020,Scotland,NewAdmissions,114
25/10/2020,Wales,NewAdmissions,78
25/10/2020,England,NewAdmissions,1186
26/10/2020,England,NewAdmissions,1279
26/10/2020,Scotland,NewAdmissions,139
26/10/2020,Wales,NewAdmissions,76
26/10/2020,Northern Ireland,NewAdmissions,41
27/10/2020,Northern Ireland,NewAdmissions,41
27/10/2020,Scotland,NewAdmissions,136
27/10/2020,Wales,NewAdmissions,114
27/10/2020,England,NewAdmissions,1190
28/10/2020,England,NewAdmissions,1239
28/10/2020,Wales,NewAdmissions,83
28/10/2020,Northern Ireland,NewAdmissions,36
28/10/2020,Scotland,NewAdmissions,131
29/10/2020,Wales,NewAdmissions,86
29/10/2020,Scotland,NewAdmissions,101
29/10/2020,Northern Ireland,NewAdmissions,38
29/10/2020,England,NewAdmissions,1345
30/10/2020,England,NewAdmissions,1109
30/10/2020,Wales,NewAdmissions,97
30/10/2020,Scotland,NewAdmissions,130
30/10/2020,Northern Ireland,NewAdmissions,39
31/10/2020,Scotland,NewAdmissions,103
31/10/2020,Wales,NewAdmissions,80
31/10/2020,Northern Ireland,NewAdmissions,28
31/10/2020,England,NewAdmissions,1240
01/11/2020,England,NewAdmissions,1280
01/11/2020,Northern Ireland,NewAdmissions,31
01/11/2020,Wales,NewAdmissions,76
01/11/2020,Scotland,NewAdmissions,104
02/11/2020,Wales,NewAdmissions,75
02/11/2020,Northern Ireland,NewAdmissions,43
02/11/2020,Scotland,NewAdmissions,113
02/11/2020,England,NewAdmissions,1331
03/11/2020,England,NewAdmissions,1246
03/11/2020,Scotland,NewAdmissions,114
03/11/2020,Wales,NewAdmissions,104
03/11/2020,Northern Ireland,NewAdmissions,45
04/11/2020,Northern Ireland,NewAdmissions,33
04/11/2020,Wales,NewAdmissions,129
04/11/2020,Scotland,NewAdmissions,123
04/11/2020,England,NewAdmissions,1382
05/11/2020,England,NewAdmissions,1346
05/11/2020,Wales,NewAdmissions,102
05/11/2020,Scotland,NewAdmissions,101
05/11/2020,Northern Ireland,NewAdmissions,19
06/11/2020,Wales,NewAdmissions,82
06/11/2020,Scotland,NewAdmissions,97
06/11/2020,Northern Ireland,NewAdmissions,35
06/11/2020,England,NewAdmissions,1182
07/11/2020,England,NewAdmissions,1319
07/11/2020,Scotland,NewAdmissions,87
07/11/2020,Wales,NewAdmissions,112
07/11/2020,Northern Ireland,NewAdmissions,24
08/11/2020,Wales,NewAdmissions,75
08/11/2020,Northern Ireland,NewAdmissions,31
08/11/2020,Scotland,NewAdmissions,81
08/11/2020,England,NewAdmissions,1488
09/11/2020,England,NewAdmissions,1551
09/11/2020,Scotland,NewAdmissions,101
09/11/2020,Wales,NewAdmissions,64
09/11/2020,Northern Ireland,NewAdmissions,37
10/11/2020,Northern Ireland,NewAdmissions,44
10/11/2020,Scotland,NewAdmissions,106
10/11/2020,Wales,NewAdmissions,104
10/11/2020,England,NewAdmissions,1592
11/11/2020,England,NewAdmissions,1711
11/11/2020,Wales,NewAdmissions,95
11/11/2020,Scotland,NewAdmissions,116
11/11/2020,Northern Ireland,NewAdmissions,38
12/11/2020,Scotland,NewAdmissions,114
12/11/2020,Wales,NewAdmissions,100
12/11/2020,Northern Ireland,NewAdmissions,21
12/11/2020,England,NewAdmissions,1666
13/11/2020,England,NewAdmissions,1433
13/11/2020,Scotland,NewAdmissions,110
13/11/2020,Wales,NewAdmissions,74
13/11/2020,Northern Ireland,NewAdmissions,26
14/11/2020,Northern Ireland,NewAdmissions,28
14/11/2020,Wales,NewAdmissions,89
14/11/2020,Scotland,NewAdmissions,100
14/11/2020,England,NewAdmissions,1388
15/11/2020,England,NewAdmissions,1467
15/11/2020,Northern Ireland,NewAdmissions,30
15/11/2020,Wales,NewAdmissions,69
15/11/2020,Scotland,NewAdmissions,93
16/11/2020,Scotland,NewAdmissions,95
16/11/2020,Wales,NewAdmissions,71
16/11/2020,Northern Ireland,NewAdmissions,27
16/11/2020,England,NewAdmissions,1560
17/11/2020,England,NewAdmissions,1491
17/11/2020,Northern Ireland,NewAdmissions,30
17/11/2020,Wales,NewAdmissions,72
17/11/2020,Scotland,NewAdmissions,111
18/11/2020,Wales,NewAdmissions,80
18/11/2020,Northern Ireland,NewAdmissions,29
18/11/2020,Scotland,NewAdmissions,95
18/11/2020,England,NewAdmissions,1571
19/11/2020,England,NewAdmissions,1484
19/11/2020,Wales,NewAdmissions,67
19/11/2020,Northern Ireland,NewAdmissions,20
19/11/2020,Scotland,NewAdmissions,97
20/11/2020,Northern Ireland,NewAdmissions,31
20/11/2020,Scotland,NewAdmissions,107
20/11/2020,Wales,NewAdmissions,77
20/11/2020,England,NewAdmissions,1316
21/11/2020,England,NewAdmissions,1255
21/11/2020,Wales,NewAdmissions,84
21/11/2020,Scotland,NewAdmissions,88
21/11/2020,Northern Ireland,NewAdmissions,22
22/11/2020,Scotland,NewAdmissions,68
22/11/2020,Wales,NewAdmissions,62
22/11/2020,Northern Ireland,NewAdmissions,19
22/11/2020,England,NewAdmissions,1333
23/11/2020,England,NewAdmissions,1385
23/11/2020,Northern Ireland,NewAdmissions,13
23/11/2020,Wales,NewAdmissions,71
23/11/2020,Scotland,NewAdmissions,108
24/11/2020,Northern Ireland,NewAdmissions,18
24/11/2020,Scotland,NewAdmissions,105
24/11/2020,Wales,NewAdmissions,78
24/11/2020,England,NewAdmissions,1277
25/11/2020,England,NewAdmissions,1415
25/11/2020,Northern Ireland,NewAdmissions,21
25/11/2020,Wales,NewAdmissions,70
25/11/2020,Scotland,NewAdmissions,85
26/11/2020,Northern Ireland,NewAdmissions,19
26/11/2020,Scotland,NewAdmissions,101
26/11/2020,Wales,NewAdmissions,93
26/11/2020,England,NewAdmissions,1198
27/11/2020,England,NewAdmissions,1055
27/11/2020,Northern Ireland,NewAdmissions,28
27/11/2020,Scotland,NewAdmissions,92
27/11/2020,Wales,NewAdmissions,86
28/11/2020,Wales,NewAdmissions,66
28/11/2020,Scotland,NewAdmissions,63
28/11/2020,Northern Ireland,NewAdmissions,10
28/11/2020,England,NewAdmissions,1065
29/11/2020,England,NewAdmissions,1215
29/11/2020,Northern Ireland,NewAdmissions,19
29/11/2020,Scotland,NewAdmissions,70
29/11/2020,Wales,NewAdmissions,73
30/11/2020,Wales,NewAdmissions,62
30/11/2020,Scotland,NewAdmissions,88
30/11/2020,Northern Ireland,NewAdmissions,18
30/11/2020,England,NewAdmissions,1216
01/12/2020,England,NewAdmissions,1271
01/12/2020,Scotland,NewAdmissions,82
01/12/2020,Northern Ireland,NewAdmissions,18
01/12/2020,Wales,NewAdmissions,102
02/12/2020,Northern Ireland,NewAdmissions,18
02/12/2020,Scotland,NewAdmissions,103
02/12/2020,Wales,NewAdmissions,84
02/12/2020,England,NewAdmissions,1262
03/12/2020,England,NewAdmissions,1337
03/12/2020,Wales,NewAdmissions,50
03/12/2020,Scotland,NewAdmissions,73
03/12/2020,Northern Ireland,NewAdmissions,26
04/12/2020,Northern Ireland,NewAdmissions,25
04/12/2020,Wales,NewAdmissions,58
04/12/2020,Scotland,NewAdmissions,85
04/12/2020,England,NewAdmissions,1248
05/12/2020,England,NewAdmissions,1186
05/12/2020,Wales,NewAdmissions,81
05/12/2020,Scotland,NewAdmissions,79
05/12/2020,Northern Ireland,NewAdmissions,18
06/12/2020,Scotland,NewAdmissions,66
06/12/2020,Wales,NewAdmissions,62
06/12/2020,Northern Ireland,NewAdmissions,24
06/12/2020,England,NewAdmissions,1311
07/12/2020,England,NewAdmissions,1466
07/12/2020,Wales,NewAdmissions,63
07/12/2020,Northern Ireland,NewAdmissions,30
07/12/2020,Scotland,NewAdmissions,90
08/12/2020,Scotland,NewAdmissions,103
08/12/2020,Northern Ireland,NewAdmissions,32
08/12/2020,Wales,NewAdmissions,98
08/12/2020,England,NewAdmissions,1528
09/12/2020,England,NewAdmissions,1550
09/12/2020,Scotland,NewAdmissions,96
09/12/2020,Wales,NewAdmissions,76
09/12/2020,Northern Ireland,NewAdmissions,17
10/12/2020,Wales,NewAdmissions,105
10/12/2020,Northern Ireland,NewAdmissions,18
10/12/2020,Scotland,NewAdmissions,92
10/12/2020,England,NewAdmissions,1524
11/12/2020,England,NewAdmissions,1450
11/12/2020,Northern Ireland,NewAdmissions,22
11/12/2020,Scotland,NewAdmissions,93
11/12/2020,Wales,NewAdmissions,117
12/12/2020,Scotland,NewAdmissions,68
12/12/2020,Wales,NewAdmissions,102
12/12/2020,Northern Ireland,NewAdmissions,21
12/12/2020,England,NewAdmissions,1587
13/12/2020,England,NewAdmissions,1581
13/12/2020,Wales,NewAdmissions,64
13/12/2020,Scotland,NewAdmissions,72
13/12/2020,Northern Ireland,NewAdmissions,30
14/12/2020,Northern Ireland,NewAdmissions,33
14/12/2020,Wales,NewAdmissions,67
14/12/2020,Scotland,NewAdmissions,91
14/12/2020,England,NewAdmissions,1746
15/12/2020,England,NewAdmissions,1730
15/12/2020,Scotland,NewAdmissions,85
15/12/2020,Wales,NewAdmissions,88
15/12/2020,Northern Ireland,NewAdmissions,23
16/12/2020,Wales,NewAdmissions,131
16/12/2020,Scotland,NewAdmissions,108
16/12/2020,Northern Ireland,NewAdmissions,29
16/12/2020,England,NewAdmissions,1796
17/12/2020,England,NewAdmissions,1873
17/12/2020,Scotland,NewAdmissions,97
17/12/2020,Northern Ireland,NewAdmissions,24
17/12/2020,Wales,NewAdmissions,128
18/12/2020,Northern Ireland,NewAdmissions,25
18/12/2020,Wales,NewAdmissions,119
18/12/2020,Scotland,NewAdmissions,90
18/12/2020,England,NewAdmissions,1672
19/12/2020,England,NewAdmissions,1812
19/12/2020,Northern Ireland,NewAdmissions,20
19/12/2020,Scotland,NewAdmissions,93
19/12/2020,Wales,NewAdmissions,107
20/12/2020,Scotland,NewAdmissions,69
20/12/2020,Northern Ireland,NewAdmissions,19
20/12/2020,Wales,NewAdmissions,90
20/12/2020,England,NewAdmissions,1976
21/12/2020,England,NewAdmissions,2115
21/12/2020,Wales,NewAdmissions,92
21/12/2020,Northern Ireland,NewAdmissions,34
21/12/2020,Scotland,NewAdmissions,106
